unpaved_30
accelerometer_x,104422000,-2.779668
accelerometer_y,104422000,0.17597382
accelerometer_z,104422000,10.301053
accelerometer_x,105041750,-2.1440077
accelerometer_y,105041750,-0.5770026
accelerometer_z,105041750,9.714474
accelerometer_x,105416875,1.460463
accelerometer_y,105416875,0.6631939
accelerometer_z,105416875,10.655395
accelerometer_x,105696875,2.1320367
accelerometer_y,105696875,0.016759412
accelerometer_z,105696875,10.334572
accelerometer_x,105949000,1.6065093
accelerometer_y,105949000,-0.5805939
accelerometer_z,105949000,8.072051
accelerometer_x,106136500,0.47764325
accelerometer_y,106136500,-0.25617957
accelerometer_z,106136500,7.953538
accelerometer_x,106408042,-1.8782512
accelerometer_y,106408042,1.8291701
accelerometer_z,106408042,14.204799
accelerometer_x,106747959,-2.706645
accelerometer_y,106747959,-1.0809821
accelerometer_z,106747959,7.81228
accelerometer_x,107164375,-0.676362
accelerometer_y,107164375,-0.997185
accelerometer_z,107164375,10.166978
accelerometer_x,107571667,-2.4947581
accelerometer_y,107571667,-0.6967127
accelerometer_z,107571667,11.514913
accelerometer_x,107927584,-1.7836803
accelerometer_y,107927584,-1.0043676
accelerometer_z,107927584,8.391677
accelerometer_x,108283334,2.4708161
accelerometer_y,108283334,1.3371617
accelerometer_z,108283334,12.995727
accelerometer_x,108714000,0.2896984
accelerometer_y,108714000,2.8981812
accelerometer_z,108714000,10.33936
accelerometer_x,144992792,0.45609543
accelerometer_y,144992792,-0.4285621
accelerometer_z,144992792,4.758476
gyroscope_x,145304500,0.1736381
gyroscope_y,145304500,-0.18002969
gyroscope_z,145304500,-0.006391587
accelerometer_x,145433084,4.531027
accelerometer_y,145433084,0.35075054
accelerometer_z,145433084,7.642292
gyroscope_x,145549792,0.04261058
gyroscope_y,145549792,-0.18855181
gyroscope_z,145549792,0.04474111
accelerometer_x,145663375,4.531027
accelerometer_y,145663375,0.35075054
accelerometer_z,145663375,7.642292
gyroscope_x,145773042,0.04261058
gyroscope_y,145773042,-0.18855181
gyroscope_z,145773042,0.04474111
accelerometer_x,145879042,4.531027
accelerometer_y,145879042,0.35075054
accelerometer_z,145879042,7.642292
accelerometer_x,146021209,-2.6324248
accelerometer_y,146021209,-1.2868834
accelerometer_z,146021209,11.133038
gyroscope_x,146133500,-0.07243799
gyroscope_y,146133500,0.30786142
gyroscope_z,146133500,0.03089267
accelerometer_x,146265959,-2.3798366
accelerometer_y,146265959,-1.0079589
accelerometer_z,146265959,12.497733
gyroscope_x,146380750,-0.07563378
gyroscope_y,146380750,0.14168017
gyroscope_z,146380750,0.001065265
accelerometer_x,146492375,-4.1264067
accelerometer_y,146492375,-1.9201498
accelerometer_z,146492375,10.225636
gyroscope_x,146601334,-0.024501082
gyroscope_y,146601334,-0.056459017
gyroscope_z,146601334,-0.06711166
accelerometer_x,148689334,2.066196
accelerometer_y,148689334,4.4280763
accelerometer_z,148689334,15.573085
gyroscope_x,148953334,0.07989483
gyroscope_y,148953334,-0.26205507
gyroscope_z,148953334,-0.011717909
accelerometer_x,152889834,2.066196
accelerometer_y,152889834,4.4280763
accelerometer_z,152889834,15.573085
gyroscope_x,153152667,0.19920446
gyroscope_y,153152667,-0.14594123
gyroscope_z,153152667,-0.018109497
accelerometer_x,156699125,0.35434186
accelerometer_y,156699125,1.2761095
accelerometer_z,156699125,5.839458
gyroscope_x,156959209,0.28655612
gyroscope_y,156959209,-0.006391587
gyroscope_z,156959209,-0.033023197
accelerometer_x,162277917,2.4025815
accelerometer_y,162277917,-1.4137762
accelerometer_z,162277917,1.7621324
gyroscope_x,162537250,0.098004326
gyroscope_y,162537250,-0.24927188
gyroscope_z,162537250,0.01917476
accelerometer_x,167935500,2.4756045
accelerometer_y,167935500,-1.3443443
accelerometer_z,167935500,6.932411
gyroscope_x,168191292,-0.1555286
gyroscope_y,168191292,-0.23542345
gyroscope_z,168191292,-0.008522116
accelerometer_x,172195917,0.5530606
accelerometer_y,172195917,-1.4748282
accelerometer_z,172195917,12.09431
gyroscope_x,172478334,-0.23861924
gyroscope_y,172478334,0.2247708
gyroscope_z,172478334,-0.027696876
accelerometer_x,176847334,0.92176765
accelerometer_y,176847334,1.8770541
accelerometer_z,176847334,16.063896
gyroscope_x,177159917,-0.17257284
gyroscope_y,177159917,0.4293016
gyroscope_z,177159917,-0.001065265
accelerometer_x,182033584,-2.8179753
accelerometer_y,182033584,0.5770026
accelerometer_z,182033584,12.934674
gyroscope_x,182326834,0.068176925
gyroscope_y,182326834,0.2034655
gyroscope_z,182326834,-0.04474111
accelerometer_x,187714667,-5.9005103
